id,lon,lat,province,city,name,address,brand,category,birth,all_day,wifi,store_view,basketball,self_service,attractions,train,breakfast
15180,116.315315,39.978329,北京市,北京市,新中关SELCET,中关村大街19号新中关大厦B1夹层,KFC,餐饮,false,false,false,false,false,false,false,false,true
15176,121.030741,29.143284,浙江省,台州市,天台太平洋,天台县赤城街道赤诚路399号,KFC,餐饮,true,false,false,true,false,false,false,false,false
19886,120.671409,28.019726,浙江省,温州市,温州欧洲城,鹿城区江滨西路355--357号,KFC,餐饮,false,false,false,false,false,false,false,false,false
15481,116.325733,39.88327,北京市,北京市,马莲道,马莲道路11号,KFC,餐饮,false,true,false,true,true,true,false,false,true
15450,112.693447,22.385247,广东省,江门市,开平大润发,开平市东兴大道与325国道交界处东北角（即开平市东兴大道A9区）,KFC,餐饮,true,false,false,false,false,false,false,false,false
15560,117.232328,31.83366,安徽省,合肥市,港汇广场,望江路与潜山路交口港汇广场一层,KFC,餐饮,true,false,false,true,false,true,false,false,true
15517,116.357443,23.535489,广东省,揭阳市,进贤,榕城区进贤步行街E栋一层,KFC,餐饮,true,true,false,true,false,false,false,false,true
15681,120.452855,41.579392,福建省,安溪市,宝龙城市广场,建安大道宝龙城市广场一，二层,KFC,餐饮,false,false,false,false,false,false,false,false,false
15667,116.80024,33.939896,安徽省,淮北市,相山路,相山南路大华现代诚,KFC,餐饮,true,true,false,true,true,false,false,false,true
15745,118.374242,31.293019,安徽省,芜湖市,中央城乐天玛特,弋江区花津南路中央城1#地块商业街5#楼一层至二层,KFC,餐饮,false,false,false,true,true,false,false,false,true
15605,115.66282,23.299393,广东省,汕尾市,陆河大道,陆河县河田镇陆河大道聚福苑商铺A28至A30号一层及二层,KFC,餐饮,true,false,false,true,false,false,false,false,false
15443,114.741896,22.96118,广东省,惠州市,惠东汽车站,惠东县环城路与广汕路交汇处惠东客运站首层,KFC,餐饮,false,false,false,true,true,true,false,false,true
15609,115.33489,22.971455,广东省,汕尾市,海城餐,海丰县海城镇红橙大道西威文大厦首层,KFC,餐饮,false,true,false,false,true,false,false,false,true
15126,117.04348,30.505486,安徽省,安庆市,商都,人民路563号,KFC,餐饮,false,true,false,false,true,false,false,false,true
16768,121.431452,31.161019,上海市,上海市,柳州2,南站站层（商铺号C102）,KFC,餐饮,false,false,false,false,false,false,false,false,true
15575,116.345689,39.939172,北京市,北京市,展览路(德宝),西外大街德宝新园14号,KFC,餐饮,false,false,false,true,true,true,false,false,true
16057,118.873876,28.94808,浙江省,衢州市,衢州凯升,荷花中路1-21凯升广场,KFC,餐饮,true,false,false,true,false,false,false,false,false
19893,116.273404,39.906858,北京市,北京市,五棵松文体中心,复兴路69号商场地下一层B1——111号及A1-05西南侧,KFC,餐饮,false,false,false,true,true,true,false,false,true
15936,121.285964,29.68293,浙江省,宁波市,溪口武岭,奉化市溪口镇百丈路1-3号,KFC,餐饮,true,false,false,true,false,false,true,false,true
15920,121.830697,29.896728,浙江省,宁波市,北仑银泰,北仑中河路399号,KFC,餐饮,true,false,false,true,false,false,false,false,false
15970,119.653717,29.103414,浙江省,金华市,金华银泰,解放东路168号,KFC,餐饮,false,false,false,true,true,false,false,false,true
15884,120.267384,30.143662,浙江省,杭州市,萧山汇德隆,市心南路828号汇德隆购物中心,KFC,餐饮,true,false,false,true,false,false,false,false,true
15846,120.174431,30.130584,浙江省,杭州市,闻堰物美,萧山区闻堰镇万达中路与三江路交汇处物美超市一楼,KFC,餐饮,true,false,false,false,false,false,false,false,true
16102,84.868446,44.326054,新疆,克拉玛依市,石化,巴音郭楞蒙古自治州大庆西路38号友好金盛时尚百货一层,KFC,餐饮,true,false,false,false,true,false,false,false,false
16369,102.709475,25.041672,云南省,昆明市,正义路,人民中路51、53号正义西街133号一层及正义坊A1栋二层,KFC,餐饮,true,true,true,false,true,true,false,false,false
16048,120.093049,30.873564,浙江省,湖州市,凤凰,凤凰开发区滨河路666号大润发超市,KFC,餐饮,true,true,false,true,true,false,false,false,true
15801,119.81551,28.892269,浙江省,金华市,武义时代,武义县城解放街7号、8号地块,KFC,餐饮,true,true,false,false,true,false,false,false,true
16944,113.59323,37.850935,山西省,阳泉市,阳泉金街,南大东街271号金街购物广场一层,KFC,餐饮,true,true,false,false,true,false,false,false,false
15836,120.120308,30.330599,浙江省,杭州市,杭州拱墅万达,石祥路和杭行路交汇处杭行路666号万达广场2027B-2028商铺,KFC,餐饮,false,false,false,false,false,true,false,false,false
16279,117.011595,39.139185,天津市,天津市,广汇,杨柳青镇柳口路柳青商厦B座一层,KFC,餐饮,true,false,false,false,true,true,false,false,true
17046,112.634358,37.754428,山西省,太原市,太原机场,武宿机场2号航站楼一层到达厅,KFC,餐饮,false,false,false,false,false,true,false,false,true
16237,108.947298,34.292233,陕西省,西安市,西安龙首原,龙首村十字西南角地铁二号线龙首原站综合出入口,KFC,餐饮,false,false,true,true,false,true,false,false,true
16145,117.129495,39.232172,天津市,天津市,双街,双街镇双新大道永辉超一层,KFC,餐饮,true,false,false,true,false,false,false,false,true
